Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,1,2,2,Queen Kahen,6.41,332,16.3,35.3,0.25,6.41,35.3,332,0,35.3
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,2,2,5,Gracetown,6.46,332,22.6,35.0,0.25,6.46,35.0,332,0,35.0
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,3,2,6,Tequila Sunday,6.52,331,26.0,34.7,0.25,6.52,34.7,331,-1,34.7
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,4,2,1,Dirty Bird,6.60,333,10.4,34.4,0.75,6.60,34.4,333,1,34.4
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,5,2,4,Prairie Fire,6.70,332,23.0,33.7,0.75,6.70,33.7,332,0,33.7
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,6,2,3,Girl of Tosconova,6.83,333,16.6,33.3,0,6.83,33.3,333,1,33.3
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,1,3,2,Queen Kahen,5.54,332,17.0,40.8,0.25,11.95,40.8,664,0,37.9
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,2,3,5,Gracetown,5.54,332,21.5,40.9,0.25,12.00,40.9,664,0,37.7
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,3,3,6,Tequila Sunday,5.51,332,24.9,41.1,1,12.03,41.1,664,0,37.6
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,4,3,1,Dirty Bird,5.56,331,10.5,40.5,0.75,12.17,40.5,663,-1,37.2
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,5,3,4,Prairie Fire,5.59,332,23.3,40.4,1.25,12.30,40.4,663,-1,36.8
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,6,3,3,Girl of Tosconova,5.65,331,13.1,39.9,0,12.49,39.9,665,1,36.3
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,1,4,2,Queen Kahen,5.42,332,10.7,41.7,0.25,17.37,41.7,996,0,39.1
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,2,4,6,Tequila Sunday,5.36,331,24.2,42.1,0.25,17.40,42.1,995,-1,39.0
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,3,4,5,Gracetown,5.45,332,18.6,41.5,1.25,17.45,41.5,996,0,38.9
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,4,4,1,Dirty Bird,5.48,333,8.5,41.4,1.75,17.65,41.4,996,0,38.5
Aqueduct,Race 1,55000,2019-11-24,6 Furlongs,Dirt,5,4,4,Prairie Fire,5.59,332,19.4,40.5,0.25,17.90,40.5,995,-1,37.9
